  2.0312  2.4888  2.3967
  2.2298  2.5031  3.2603
  2.8187  2.5349  3.0663
  2.3721  3.0826   3.727
   2.188  2.6782  3.0677
  2.7813  2.9279  3.1585
  2.0258  2.5008  3.9498
  1.8481  2.7227  1.9399
  2.6684  2.4888  3.0703
  2.9388   2.303  2.9691
  2.5696  2.7814  4.0717
  2.4915  2.5338  2.8929
  2.2808     -99  3.3133
  2.7135  2.4207  3.9365
  2.8528  2.8284  3.0666
  2.3868  2.5671  4.2771
   1.987  2.4304  3.0259
  2.4167  2.6652  3.7665
  2.7486  2.3764  2.3148
     -99  2.4652  3.7857
  2.8098  2.8476   3.429
     -99  3.2322  3.7887
  2.8288  2.4108  5.5615
  2.8549  2.7209  3.9549
     -99  2.9636  3.0587
  3.0146  2.5867  2.7094
  3.2777  2.2196     -99
   2.582  2.8306  3.4142
  2.8655  2.6731   3.707
  2.9916  2.6868  4.7568
  2.8904  2.5001  3.0697
  2.3826  2.3788  3.6748
  2.8378  3.2168  4.8124
  2.0546  2.4456     3.4
   1.952  3.0329  3.2093
  2.5636  2.2518  3.1502
  2.3556  2.0182  4.9859
  2.4446  2.5397  4.3676
  2.8533  3.4083   4.987
  2.9121  2.1056     -99
  2.5857  2.2324     -99
  2.6419   2.442  2.9123
  2.3006  2.4904  4.0115
  2.6904  2.2416     -99
     -99  3.0076  4.8896
  2.2468  2.7953  3.4494
  2.5909  2.5219  3.3482
     -99  2.5684  3.2924
  2.1888  2.8314   5.048
  2.9091  1.9735     -99
  2.3357  2.4618  3.1739
  2.4326  2.5414  3.7967
  2.3736  2.8546  2.5328
  2.6716  2.4851  5.2004
  2.2795  2.4471  1.8724
  2.6001  1.9563     -99
  2.7063  2.8283  3.8852
  2.5313   2.369  3.3433
  2.4139  2.8352  3.6145
     -99  2.5546  3.9827
     -99  2.2291  3.5547
  2.0972  2.3963  3.2127
  2.4587  2.2464     -99
  2.8084  2.8182  4.6163
  2.3427  1.6215  3.1915
  2.2718   2.663  2.7333
  2.1656  2.1418     -99
  2.6562  2.2797  3.6481
     -99  2.4383  3.2887
  2.0981   2.727  3.2831
  2.8298  2.6874  3.4401
  2.0305  2.0921     -99
  2.4986  2.4435  4.7228
   2.428   2.434  2.1241
  2.9692  2.8223  5.6076
     -99  2.3951  3.3188
  2.5431  2.4847  4.9408
  2.2881  2.7488  2.6513
  2.6579  2.4484  3.3342
   3.346  2.5491  4.2273
  2.2655  2.3204  3.6981
  2.2445  2.6105  3.0446
  2.6076  2.2556     -99
  2.1112   2.588  2.1455
  2.4109   2.011     -99
  2.8038  2.8716  3.8723
  2.2739   2.353  4.2449
  2.1952  2.8149  2.0476
  2.2849  2.5061  2.6148
  2.8765  3.0569  5.3005
  2.4762  2.1443     -99
  2.3385  1.9167     -99
  2.7028  2.5631  3.9696
  2.3814   2.808  4.6694
  2.6628  2.8529  4.8877
  2.5088  2.0864     -99
  2.5378  2.7452   3.459
  2.2793  2.5257  3.7146
  2.2629  2.4874  4.6126
     -99  2.6022  2.9554
  2.2647  1.9982     -99
  2.3487  2.7607  2.8335
  2.1013  2.6854  3.8134
  2.6463  2.6887  4.3571
  2.0287   2.813  3.5401
  2.6537   2.456   2.026
  2.6822  3.1637  3.7023
  3.1459  1.7831  3.1422
  2.8887  2.1725  3.5623
  2.4168     -99  4.9992
   2.562  2.0574  4.3084
  2.7736  2.6071  5.2063
  2.8412  2.4165  2.0981
  2.6006  2.4664   3.331
  2.2045     -99  2.9685
  2.8728  3.4459  4.0087
  2.7255  2.7806  3.4727
  2.5933  2.5864  2.0435
  2.5813  2.6505  3.3407
  1.9348  2.6799  2.8795
  1.9817  2.5436  3.9964
  2.3009  2.4637  3.8709
  2.7743  2.9116  3.8079
  2.4717  2.3295  4.0816
  2.3025  2.6199  2.6624
  2.8931  2.9761  3.4923
  2.0186  2.2421     -99
  2.2922  2.6086  3.3026
  2.7736  2.2835  3.7936
  2.9779     -99  4.0525
  2.6858  2.3181  3.4289
  2.8511  2.6583  3.8552
   2.798  2.3082  4.4716
  2.4297  2.8264  4.2839
  2.6327  2.6711  3.8305
  3.0661  2.9671  3.2232
  2.9052  2.7524  4.2153
   2.279  2.0587     -99
  1.9419  2.2447  2.6368
  2.9471  2.4902   3.618
  2.6918  2.3766  4.9645
  2.5025  2.5424  4.5376
  2.2801  2.4401  3.6426
  2.5235  3.0048  4.6506
  2.3658  3.0794  3.5478
   2.084  2.5576  2.9788
  2.5379  2.6262  2.7762
  2.2925  2.0246     -99
   2.303  2.6343  3.8769
  2.7951  2.1741     -99
  2.3348  2.0578  3.5668
  2.8441  2.9796  3.2996
  2.7574  2.4672  3.6399
     -99   2.583  3.3522
  2.1355  1.9622     -99
  2.4336  2.3791  3.1794
  2.3302  2.5777  3.5542
  2.9842  3.1121   4.502
  2.7227  1.9757     -99
  2.5748  2.6904  4.2888
