1.000000 4.000000 4.000000 4.000000 4.000000 4.000000 4.000000 3.000000 4.000000 5.000000 4.000000 18.92319 9.000000 11.00000 
2.000000 6.000000 5.000000 6.000000 6.000000 6.000000 7.000000 6.000000 5.000000 6.000000 5.000000 26.00913 13.00000 19.00000 
3.000000 3.000000 3.000000 2.000000 2.000000 3.000000 2.000000 3.000000 3.000000 3.000000 2.000000 18.29959 6.000000 8.000000 
4.000000 3.000000 3.000000 4.000000 3.000000 4.000000 4.000000 3.000000 3.000000 5.000000 4.000000 18.16987 5.000000 14.00000 
5.000000 3.000000 2.000000 3.000000 3.000000 3.000000 3.000000 3.000000 4.000000 4.000000 4.000000 24.44818 10.00000 7.000000 
6.000000 4.000000 5.000000 4.000000 5.000000 4.000000 4.000000 4.000000 4.000000 5.000000 4.000000 25.10097 7.000000 11.00000 
7.000000 5.000000 4.000000 4.000000 4.000000 4.000000 4.000000 4.000000 3.000000 3.000000 3.000000 23.38855 11.00000 12.00000 
8.000000 4.000000 3.000000 4.000000 4.000000 4.000000 4.000000 4.000000 6.000000 6.000000 5.000000 22.42656 8.000000 12.00000 
9.000000 4.000000 7.000000 6.000000 5.000000 4.000000 6.000000 4.000000 4.000000 4.000000 4.000000 21.00718 10.00000 14.00000 
10.00000 6.000000 5.000000 5.000000 5.000000 6.000000 6.000000 5.000000 5.000000 6.000000 5.000000 28.17383 12.00000 12.00000 
11.00000 4.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 4.000000 4.000000 4.000000 23.95302 9.000000 10.00000 
12.00000 5.000000 4.000000 4.000000 5.000000 4.000000 4.000000 3.000000 3.000000 2.000000 2.000000 22.91531 7.000000 11.00000 
13.00000 4.000000 5.000000 3.000000 3.000000 3.000000 3.000000 2.000000 3.000000 5.000000 3.000000 23.39806 8.000000 11.00000 
14.00000 2.000000 3.000000 3.000000 3.000000 3.000000 2.000000 3.000000 3.000000 3.000000 3.000000 17.14899 9.000000 11.00000 
15.00000 4.000000 5.000000 4.000000 4.000000 4.000000 5.000000 5.000000 4.000000 4.000000 5.000000 18.72502 11.00000 12.00000 
16.00000 4.000000 4.000000 5.000000 4.000000 4.000000 4.000000 4.000000 4.000000 4.000000 3.000000 20.45283 9.000000 11.00000 
17.00000 4.000000 3.000000 3.000000 4.000000 4.000000 4.000000 3.000000 4.000000 4.000000 4.000000 20.88255 8.000000 12.00000 
18.00000 3.000000 4.000000 -99.0000 3.000000 3.000000 4.000000 3.000000 4.000000 4.000000 4.000000 18.77581 9.000000 13.00000 
19.00000 4.000000 3.000000 3.000000 4.000000 -99.0000 4.000000 5.000000 3.000000 -99.0000 4.000000 21.60024 12.00000 14.00000 
20.00000 2.000000 1.000000 3.000000 3.000000 2.000000 2.000000 3.000000 3.000000 3.000000 3.000000 20.88191 7.000000 4.000000 
21.00000 4.000000 4.000000 -99.0000 3.000000 -99.0000 4.000000 4.000000 6.000000 -99.0000 5.000000 26.13542 9.000000 14.00000 
22.00000 3.000000 3.000000 4.000000 4.000000 4.000000 3.000000 3.000000 3.000000 2.000000 3.000000 22.27909 8.000000 6.000000 
23.00000 -99.0000 4.000000 4.000000 4.000000 5.000000 4.000000 4.000000 4.000000 5.000000 4.000000 24.63578 7.000000 13.00000 
24.00000 3.000000 3.000000 4.000000 3.000000 -99.0000 3.000000 3.000000 4.000000 3.000000 3.000000 17.85160 5.000000 10.00000 
25.00000 4.000000 4.000000 4.000000 5.000000 3.000000 4.000000 4.000000 5.000000 4.000000 5.000000 23.89709 10.00000 17.00000 
26.00000 7.000000 5.000000 -99.0000 4.000000 3.000000 5.000000 4.000000 4.000000 3.000000 4.000000 25.04398 9.000000 12.00000 
27.00000 5.000000 3.000000 4.000000 5.000000 5.000000 4.000000 5.000000 3.000000 4.000000 4.000000 26.97043 8.000000 12.00000 
28.00000 -99.0000 2.000000 1.000000 1.000000 2.000000 2.000000 1.000000 3.000000 2.000000 2.000000 16.53614 7.000000 6.000000 
29.00000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 4.000000 3.000000 2.000000 -99.0000 21.25608 5.000000 6.000000 
30.00000 5.000000 5.000000 7.000000 7.000000 6.000000 6.000000 6.000000 5.000000 5.000000 7.000000 25.21760 13.00000 14.00000 
31.00000 4.000000 4.000000 4.000000 3.000000 4.000000 4.000000 3.000000 4.000000 4.000000 4.000000 26.12963 10.00000 8.000000 
32.00000 5.000000 5.000000 5.000000 6.000000 -99.0000 5.000000 4.000000 4.000000 5.000000 5.000000 26.71428 9.000000 13.00000 
33.00000 3.000000 4.000000 4.000000 3.000000 3.000000 4.000000 4.000000 3.000000 4.000000 4.000000 22.78255 8.000000 14.00000 
34.00000 3.000000 3.000000 4.000000 4.000000 3.000000 3.000000 4.000000 4.000000 4.000000 3.000000 21.09531 9.000000 12.00000 
35.00000 4.000000 3.000000 4.000000 4.000000 4.000000 3.000000 5.000000 4.000000 3.000000 3.000000 25.33081 9.000000 9.000000 
